ref_id,ref_x,ref_y,LoS/nLos,direction,ue_setting,distance,req_ue_id,resp_date,ECI,cell-Portion-ID1,sector1,atsectorborder1,rds-SRSRP1, rds_SRSRP-Deviation1,cell-Portion-ID2,sector2,atsectorborder2,rds-SRSRP2,rds_SRSRP-Deviation2,cell-Portion-ID3,sector3,atsectorborder3,rds-SRSRP3,rds_SRSRP-Deviation3,cell-Portion-ID4,sector4,atsectorborder4,rds-SRSRP4,rds_SRSRP-Deviation4,cell-Portion-ID5,sector5,atsectorborder5,rds-SRSRP5,rds_SRSRP-Deviation5,cell-Portion-ID6,sector6,atsectorborder6,rds-SRSRP6,rds_SRSRP-Deviation6,cell-Portion-ID7,sector7,atsectorborder7,rds-SRSRP7,rds_SRSRP-Deviation7,cell-Portion-ID8,sector8,atsectorborder8,rds-SRSRP8,rds_SRSRP-Deviation8
D01,47.47112926,19.06261554,LoS,1,H,11.35102776,4.66016E+13,2.02004E+13,154120047,5,2,yes,-79,8,6,2,no,-98,8,8,2,yes,-102,8,22,1,no,-103,8,7,2,no,-105,10,21,1,yes,-105,8,23,1,no,-106,8,24,1,yes,-107,8
D01,47.47112926,19.06261554,LoS,1,H,12.31660194,4.66016E+13,2.02004E+13,154120047,5,2,yes,-82,8,6,2,no,-98,8,8,2,yes,-102,8,7,2,no,-103,8,22,1,no,-103,8,21,1,yes,-105,8,23,1,no,-105,8,24,1,yes,-109,8
D01,47.47112926,19.06261554,LoS,1,H,11.35102776,4.66016E+13,2.02004E+13,154120047,5,2,yes,-82,8,6,2,no,-99,8,8,2,yes,-102,12,22,1,no,-103,8,7,2,no,-104,8,21,1,yes,-105,8,23,1,no,-105,8,24,1,yes,-107,12
D01,47.47112926,19.06261554,LoS,1,H,12.92369201,4.66016E+13,2.02004E+13,154120047,5,2,yes,-81,8,6,2,no,-99,8,8,2,yes,-101,8,22,1,no,-103,8,23,1,no,-103,8,21,1,yes,-104,8,7,2,no,-105,8,24,1,yes,-106,8
D01,47.47112926,19.06261554,LoS,1,H,12.92369201,4.66016E+13,2.02004E+13,154120047,5,2,yes,-81,8,6,2,no,-98,8,7,2,no,-103,8,8,2,yes,-103,8,21,1,yes,-104,10,22,1,no,-106,8,23,1,no,-106,10,24,1,yes,-107,8
D01,47.47112926,19.06261554,LoS,2,H,12.31660194,4.66016E+13,2.02004E+13,154120047,5,2,yes,-80,8,6,2,no,-100,8,8,2,yes,-101,8,22,1,no,-104,10,7,2,no,-105,8,23,1,no,-105,8,21,1,yes,-106,8,24,1,yes,-107,8
D01,47.47112926,19.06261554,LoS,2,H,11.35102776,4.66016E+13,2.02004E+13,154120047,5,2,yes,-81,8,6,2,no,-98,8,8,2,yes,-102,8,22,1,no,-103,10,7,2,no,-104,8,21,1,yes,-105,8,23,1,no,-105,8,24,1,yes,-108,12
D01,47.47112926,19.06261554,LoS,2,H,2.440723108,4.66016E+13,2.02004E+13,154120047,5,2,yes,-78,8,6,2,no,-80,8,7,2,no,-92,8,21,1,yes,-94,8,8,2,yes,-102,8,22,1,no,-102,12,23,1,no,-107,22,24,1,yes,-108,8
D01,47.47112926,19.06261554,LoS,2,H,11.35102776,4.66016E+13,2.02004E+13,154120047,5,2,yes,-81,8,6,2,no,-98,8,8,2,yes,-102,8,22,1,no,-103,8,23,1,no,-103,8,7,2,no,-104,8,21,1,yes,-105,10,24,1,yes,-107,10
D01,47.47112926,19.06261554,LoS,2,H,12.31660194,4.66016E+13,2.02004E+13,154120047,5,2,yes,-81,8,6,2,no,-100,8,8,2,yes,-102,10,22,1,no,-103,8,23,1,no,-104,8,7,2,no,-105,8,21,1,yes,-105,8,24,1,yes,-108,8
D01,47.47112926,19.06261554,LoS,3,H,7.788949126,4.66016E+13,2.02004E+13,154120047,6,2,no,-76,8,5,2,yes,-77,8,7,2,no,-88,8,21,1,yes,-100,8,8,2,yes,-102,8,22,1,no,-102,8,23,1,no,-104,8,24,1,yes,-107,10
D01,47.47112926,19.06261554,LoS,3,H,11.09776927,4.66016E+13,2.02004E+13,154120047,6,2,no,-78,8,5,2,yes,-84,8,7,2,no,-97,8,8,2,yes,-102,8,21,1,yes,-103,8,22,1,no,-104,10,23,1,no,-107,12,24,1,yes,-107,8
D01,47.47112926,19.06261554,LoS,3,H,11.04093428,4.66016E+13,2.02004E+13,154120047,6,2,no,-83,8,5,2,yes,-90,8,7,2,no,-102,8,8,2,yes,-104,10,22,1,no,-104,12,23,1,no,-104,8,21,1,yes,-105,8,24,1,yes,-107,8
D01,47.47112926,19.06261554,LoS,3,H,11.09776927,4.66016E+13,2.02004E+13,154120047,6,2,no,-83,8,5,2,yes,-90,8,7,2,no,-102,8,8,2,yes,-102,8,22,1,no,-102,8,21,1,yes,-104,8,23,1,no,-106,8,24,1,yes,-106,8
D01,47.47112926,19.06261554,LoS,3,H,11.09776927,4.66016E+13,2.02004E+13,154120047,6,2,no,-79,8,5,2,yes,-85,8,7,2,no,-99,8,8,2,yes,-103,8,21,1,yes,-103,8,22,1,no,-103,8,23,1,no,-103,8,24,1,yes,-106,8
D01,47.47112926,19.06261554,LoS,4,H,2.440723108,4.66016E+13,2.02004E+13,154120047,5,2,yes,-77,8,6,2,no,-78,8,7,2,no,-93,8,21,1,yes,-93,8,22,1,no,-102,8,8,2,yes,-103,12,23,1,no,-104,8,24,1,yes,-107,8
D01,47.47112926,19.06261554,LoS,4,H,1.672472765,4.66016E+13,2.02004E+13,154120047,5,2,yes,-80,8,6,2,no,-85,8,7,2,no,-98,8,8,2,yes,-101,8,22,1,no,-103,8,21,1,yes,-105,8,23,1,no,-105,10,24,1,yes,-107,8
D01,47.47112926,19.06261554,LoS,4,H,1.559361494,4.66016E+13,2.02004E+13,154120047,5,2,yes,-81,8,6,2,no,-83,8,7,2,no,-101,8,8,2,yes,-102,8,22,1,no,-104,8,21,1,yes,-105,8,23,1,no,-107,8,24,1,yes,-107,8
D01,47.47112926,19.06261554,LoS,4,H,1.083216231,4.66016E+13,2.02004E+13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
D01,47.47112926,19.06261554,LoS,4,H,3.612688845,4.66016E+13,2.02004E+13,154120047,5,2,yes,-81,8,6,2,no,-87,8,7,2,no,-101,8,8,2,yes,-102,8,22,1,no,-104,12,21,1,yes,-105,8,23,1,no,-106,10,24,1,yes,-107,8
D01,47.47112926,19.06261554,LoS,1,P,11.97301746,4.66016E+13,2.02004E+13,154120047,5,2,yes,-80,8,6,2,no,-97,8,8,2,yes,-102,12,7,2,no,-104,8,21,1,yes,-104,8,22,1,no,-105,8,23,1,no,-106,8,24,1,yes,-107,8
D01,47.47112926,19.06261554,LoS,1,P,6.167846318,4.66016E+13,2.02004E+13,154120047,5,2,yes,-80,8,6,2,no,-93,8,7,2,no,-101,8,8,2,yes,-102,8,22,1,no,-102,8,21,1,yes,-104,8,23,1,no,-106,8,24,1,yes,-106,8
D01,47.47112926,19.06261554,LoS,1,P,6.167846318,4.66016E+13,2.02004E+13,154120047,5,2,yes,-81,8,6,2,no,-93,8,8,2,yes,-101,8,22,1,no,-102,8,21,1,yes,-104,8,7,2,no,-105,10,23,1,no,-106,10,24,1,yes,-107,10
D01,47.47112926,19.06261554,LoS,1,P,1.559361494,4.66016E+13,2.02004E+13,154120047,5,2,yes,-77,8,6,2,no,-80,8,7,2,no,-91,8,21,1,yes,-94,8,8,2,yes,-103,8,22,1,no,-103,8,23,1,no,-105,8,24,1,yes,-107,8
D01,47.47112926,19.06261554,LoS,1,P,6.167846318,4.66016E+13,2.02004E+13,154120047,5,2,yes,-81,8,6,2,no,-93,8,8,2,yes,-102,8,22,1,no,-102,8,7,2,no,-104,8,21,1,yes,-104,8,23,1,no,-105,12,24,1,yes,-107,8
D01,47.47112926,19.06261554,LoS,2,P,11.09776927,4.66016E+13,2.02004E+13,154120047,6,2,no,-80,8,5,2,yes,-89,8,8,2,yes,-100,8,7,2,no,-102,8,21,1,yes,-103,8,22,1,no,-104,10,23,1,no,-104,8,24,1,yes,-107,8
D01,47.47112926,19.06261554,LoS,2,P,11.09776927,4.66016E+13,2.02004E+13,154120047,6,2,no,-80,8,5,2,yes,-88,8,7,2,no,-102,8,8,2,yes,-102,8,22,1,no,-103,8,21,1,yes,-104,8,23,1,no,-106,8,24,1,yes,-106,10
D01,47.47112926,19.06261554,LoS,2,P,11.09776927,4.66016E+13,2.02004E+13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
D01,47.47112926,19.06261554,LoS,2,P,11.09776927,4.66016E+13,2.02004E+13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
D01,47.47112926,19.06261554,LoS,2,P,11.09776927,4.66016E+13,2.02004E+13,154120047,6,2,no,-81,8,5,2,yes,-87,8,8,2,yes,-101,8,22,1,no,-102,8,7,2,no,-103,8,21,1,yes,-104,8,23,1,no,-105,8,24,1,yes,-107,8
D01,47.47112926,19.06261554,LoS,3,P,6.244933987,4.66016E+13,2.02004E+13,154120047,5,2,yes,-79,8,6,2,no,-94,8,8,2,yes,-102,8,7,2,no,-103,8,21,1,yes,-104,8,22,1,no,-104,10,23,1,no,-104,8,24,1,yes,-107,8
D01,47.47112926,19.06261554,LoS,3,P,1.559361494,4.66016E+13,2.02004E+13,154120047,5,2,yes,-78,8,6,2,no,-81,8,7,2,no,-94,8,21,1,yes,-96,8,8,2,yes,-102,8,22,1,no,-102,8,23,1,no,-104,8,24,1,yes,-107,8
D01,47.47112926,19.06261554,LoS,3,P,12.36757581,4.66016E+13,2.02004E+13,154120047,5,2,yes,-83,8,6,2,no,-96,8,8,2,yes,-102,10,22,1,no,-103,8,7,2,no,-104,8,23,1,no,-104,8,21,1,yes,-105,8,24,1,yes,-107,10
D01,47.47112926,19.06261554,LoS,3,P,6.167846318,4.66016E+13,2.02004E+13,154120047,5,2,yes,-82,8,6,2,no,-94,8,8,2,yes,-102,12,22,1,no,-102,10,7,2,no,-103,8,21,1,yes,-104,8,23,1,no,-104,8,24,1,yes,-107,8
D01,47.47112926,19.06261554,LoS,3,P,6.167846318,4.66016E+13,2.02004E+13,154120047,5,2,yes,-82,8,6,2,no,-94,8,8,2,yes,-102,8,7,2,no,-103,8,22,1,no,-103,10,21,1,yes,-104,8,23,1,no,-105,10,24,1,yes,-107,8
D01,47.47112926,19.06261554,LoS,4,P,12.31660194,4.66016E+13,2.02004E+13,154120047,5,2,yes,-85,8,6,2,no,-99,8,8,2,yes,-101,8,22,1,no,-102,8,7,2,no,-104,8,21,1,yes,-105,10,23,1,no,-106,8,24,1,yes,-107,8
D01,47.47112926,19.06261554,LoS,4,P,12.31660194,4.66016E+13,2.02004E+13,154120047,5,2,yes,-84,8,8,2,yes,-102,8,6,2,no,-103,8,7,2,no,-105,10,21,1,yes,-105,8,22,1,no,-105,8,23,1,no,-105,8,24,1,yes,-107,8
D01,47.47112926,19.06261554,LoS,4,P,11.35102776,4.66016E+13,2.02004E+13,154120047,5,2,yes,-82,8,8,2,yes,-102,8,22,1,no,-102,8,6,2,no,-103,8,7,2,no,-104,8,21,1,yes,-105,12,23,1,no,-106,22,24,1,yes,-107,10
D01,47.47112926,19.06261554,LoS,4,P,11.95706351,4.66016E+13,2.02004E+13,154120047,5,2,yes,-80,8,6,2,no,-101,8,8,2,yes,-103,8,22,1,no,-103,22,21,1,yes,-104,8,23,1,no,-104,8,7,2,no,-106,8,24,1,yes,-108,12
D01,47.47112926,19.06261554,LoS,4,P,2.869867663,4.66016E+13,2.02004E+13,154120047,5,2,yes,-77,8,6,2,no,-81,8,7,2,no,-94,8,21,1,yes,-96,8,22,1,no,-102,10,8,2,yes,-103,22,23,1,no,-106,22,24,1,yes,-107,8
D02,47.47120063,19.06270337,LoS,1,H,11.29072262,4.66016E+13,2.02004E+13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
D02,47.47120063,19.06270337,LoS,1,H,11.29072262,4.66016E+13,2.02004E+13,154120047,5,2,yes,-80,8,6,2,no,-100,8,22,1,no,-101,8,8,2,yes,-102,8,21,1,yes,-103,8,23,1,no,-104,8,7,2,no,-105,8,24,1,yes,-107,8
D02,47.47120063,19.06270337,LoS,1,H,11.66092923,4.66016E+13,2.02004E+13,154120047,5,2,yes,-80,8,6,2,no,-102,8,8,2,yes,-102,12,22,1,no,-103,8,21,1,yes,-104,8,7,2,no,-105,8,23,1,no,-105,8,24,1,yes,-106,8
D02,47.47120063,19.06270337,LoS,1,H,11.29072262,4.66016E+13,2.02004E+13,154120047,5,2,yes,-82,8,6,2,no,-100,8,22,1,no,-101,8,8,2,yes,-102,8,21,1,yes,-103,8,7,2,no,-104,8,23,1,no,-104,8,24,1,yes,-107,8
D02,47.47120063,19.06270337,LoS,1,H,5.786762379,4.66016E+13,2.02004E+13,154120047,5,2,yes,-82,8,6,2,no,-102,8,8,2,yes,-103,10,7,2,no,-104,8,21,1,yes,-105,8,22,1,no,-105,10,23,1,no,-105,8,24,1,yes,-109,8
D02,47.47120063,19.06270337,LoS,2,H,5.786762379,4.66016E+13,2.02004E+13,154120047,5,2,yes,-81,8,21,1,yes,-94,8,6,2,no,-102,8,8,2,yes,-102,8,22,1,no,-103,8,7,2,no,-104,10,23,1,no,-106,12,24,1,yes,-107,8
D02,47.47120063,19.06270337,LoS,2,H,5.786762379,4.66016E+13,2.02004E+13,154120047,5,2,yes,-79,8,21,1,yes,-94,8,6,2,no,-96,8,8,2,yes,-102,8,7,2,no,-103,8,22,1,no,-103,8,23,1,no,-104,8,24,1,yes,-107,10
D02,47.47120063,19.06270337,LoS,2,H,12.73813948,4.66016E+13,2.02004E+13,154120047,5,2,yes,-79,8,6,2,no,-80,8,21,1,yes,-91,8,7,2,no,-92,8,22,1,no,-101,8,8,2,yes,-102,8,23,1,no,-106,8,24,1,yes,-107,8
D02,47.47120063,19.06270337,LoS,2,H,5.786762379,4.66016E+13,2.02004E+13,154120047,5,2,yes,-80,8,21,1,yes,-94,8,6,2,no,-99,8,22,1,no,-102,8,7,2,no,-103,8,8,2,yes,-103,8,23,1,no,-104,8,24,1,yes,-108,8
D02,47.47120063,19.06270337,LoS,2,H,6.479466788,4.66016E+13,2.02004E+13,154120047,5,2,yes,-79,8,21,1,yes,-95,8,6,2,no,-99,8,22,1,no,-101,8,8,2,yes,-102,10,7,2,no,-104,8,23,1,no,-106,10,24,1,yes,-108,8
D02,47.47120063,19.06270337,LoS,3,H,8.938000369,4.66016E+13,2.02004E+13,154120047,5,2,yes,-78,8,21,1,yes,-99,8,6,2,no,-101,8,22,1,no,-101,8,7,2,no,-102,8,8,2,yes,-102,8,23,1,no,-103,8,24,1,yes,-108,10
D02,47.47120063,19.06270337,LoS,3,H,7.659147331,4.66016E+13,2.02004E+13,154120047,5,2,yes,-82,8,21,1,yes,-101,8,7,2,no,-103,8,8,2,yes,-103,8,6,2,no,-104,8,22,1,no,-104,22,23,1,no,-106,8,24,1,yes,-107,8
D02,47.47120063,19.06270337,LoS,3,H,11.33205596,4.66016E+13,2.02004E+13,154120047,5,2,yes,-82,8,8,2,yes,-101,8,7,2,no,-103,8,21,1,yes,-103,8,22,1,no,-103,8,6,2,no,-105,8,23,1,no,-105,10,24,1,yes,-108,12
D02,47.47120063,19.06270337,LoS,3,H,11.33205596,4.66016E+13,2.02004E+13,154120047,5,2,yes,-80,8,21,1,yes,-100,8,7,2,no,-102,8,8,2,yes,-102,10,22,1,no,-102,8,23,1,no,-104,8,6,2,no,-105,8,24,1,yes,-107,8
D02,47.47120063,19.06270337,LoS,3,H,11.02069706,4.66016E+13,2.02004E+13,154120047,5,2,yes,-76,8,6,2,no,-97,8,21,1,yes,-99,8,7,2,no,-100,8,8,2,yes,-101,8,22,1,no,-102,8,23,1,no,-104,8,24,1,yes,-106,8
D02,47.47120063,19.06270337,LoS,4,H,11.87815917,4.66016E+13,2.02004E+13,154120047,5,2,yes,-78,8,6,2,no,-80,8,21,1,yes,-94,8,7,2,no,-95,8,8,2,yes,-102,8,22,1,no,-102,8,23,1,no,-104,8,24,1,yes,-104,8
D02,47.47120063,19.06270337,LoS,4,H,10.2790772,4.66016E+13,2.02004E+13,154120047,5,2,yes,-81,8,22,1,no,-101,8,7,2,no,-102,8,8,2,yes,-102,10,21,1,yes,-102,8,6,2,no,-103,8,23,1,no,-103,8,24,1,yes,-107,8
D02,47.47120063,19.06270337,LoS,4,H,10.2790772,4.66016E+13,2.02004E+13,154120047,5,2,yes,-81,8,22,1,no,-102,8,7,2,no,-103,8,8,2,yes,-103,8,21,1,yes,-103,8,6,2,no,-104,8,23,1,no,-104,8,24,1,yes,-107,10
D02,47.47120063,19.06270337,LoS,4,H,11.66092923,4.66016E+13,2.02004E+13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
D02,47.47120063,19.06270337,LoS,4,H,11.02069706,4.66016E+13,2.02004E+13,154120047,5,2,yes,-77,8,7,2,no,-97,8,6,2,no,-98,8,21,1,yes,-101,8,8,2,yes,-102,10,22,1,no,-102,10,23,1,no,-106,8,24,1,yes,-106,8
D02,47.47120063,19.06270337,LoS,1,P,6.479466788,4.66016E+13,2.02004E+13,154120047,5,2,yes,-77,8,21,1,yes,-92,8,7,2,no,-97,8,22,1,no,-98,8,6,2,no,-101,8,8,2,yes,-103,8,23,1,no,-106,8,24,1,yes,-106,8
D02,47.47120063,19.06270337,LoS,1,P,7.659147331,4.66016E+13,2.02004E+13,154120047,5,2,yes,-82,8,21,1,yes,-98,8,7,2,no,-99,8,22,1,no,-100,8,8,2,yes,-101,8,6,2,no,-103,8,23,1,no,-104,8,24,1,yes,-106,8
D02,47.47120063,19.06270337,LoS,1,P,5.786762379,4.66016E+13,2.02004E+13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
D02,47.47120063,19.06270337,LoS,1,P,11.87815917,4.66016E+13,2.02004E+13,154120047,5,2,yes,-78,8,6,2,no,-82,8,21,1,yes,-90,8,7,2,no,-93,8,22,1,no,-96,8,8,2,yes,-100,8,23,1,no,-104,8,24,1,yes,-107,8
D02,47.47120063,19.06270337,LoS,1,P,6.479466788,4.66016E+13,2.02004E+13,154120047,5,2,yes,-77,8,21,1,yes,-91,8,22,1,no,-97,8,7,2,no,-98,8,6,2,no,-101,8,8,2,yes,-101,8,23,1,no,-103,8,24,1,yes,-109,10
D02,47.47120063,19.06270337,LoS,2,P,11.29072262,4.66016E+13,2.02004E+13,154120047,5,2,yes,-83,8,7,2,no,-97,8,21,1,yes,-101,8,6,2,no,-102,8,8,2,yes,-102,8,22,1,no,-102,8,23,1,no,-102,8,24,1,yes,-106,8
D02,47.47120063,19.06270337,LoS,2,P,11.29072262,4.66016E+13,2.02004E+13,154120047,5,2,yes,-80,8,6,2,no,-99,8,8,2,yes,-100,8,7,2,no,-101,8,21,1,yes,-101,8,22,1,no,-102,8,23,1,no,-105,8,24,1,yes,-106,8
D02,47.47120063,19.06270337,LoS,2,P,11.29072262,4.66016E+13,2.02004E+13,154120047,5,2,yes,-80,8,6,2,no,-100,8,7,2,no,-102,8,8,2,yes,-102,8,22,1,no,-102,8,21,1,yes,-103,8,23,1,no,-105,8,24,1,yes,-107,8
D02,47.47120063,19.06270337,LoS,2,P,13.11122995,4.66016E+13,2.02004E+13,154120047,5,2,yes,-81,8,6,2,no,-97,8,8,2,yes,-102,8,22,1,no,-102,8,21,1,yes,-103,8,7,2,no,-105,8,23,1,no,-106,12,24,1,yes,-108,8
D02,47.47120063,19.06270337,LoS,2,P,13.12311179,4.66016E+13,2.02004E+13,154120047,5,2,yes,-79,8,6,2,no,-96,8,7,2,no,-97,8,8,2,yes,-102,8,21,1,yes,-103,10,22,1,no,-103,8,23,1,no,-104,8,24,1,yes,-107,8
D02,47.47120063,19.06270337,LoS,3,P,10.2790772,4.66016E+13,2.02004E+13,154120047,5,2,yes,-80,8,8,2,yes,-99,8,22,1,no,-102,8,7,2,no,-103,8,21,1,yes,-103,8,6,2,no,-104,8,23,1,no,-104,8,24,1,yes,-107,10
D02,47.47120063,19.06270337,LoS,3,P,12.73813948,4.66016E+13,2.02004E+13,154120047,5,2,yes,-78,8,6,2,no,-81,8,7,2,no,-92,8,21,1,yes,-95,8,8,2,yes,-101,8,22,1,no,-101,8,23,1,no,-103,8,24,1,yes,-108,8
D02,47.47120063,19.06270337,LoS,3,P,10.2790772,4.66016E+13,2.02004E+13,154120047,5,2,yes,-78,8,8,2,yes,-101,10,7,2,no,-102,8,22,1,no,-102,8,23,1,no,-102,8,6,2,no,-104,8,21,1,yes,-104,8,24,1,yes,-106,8
D02,47.47120063,19.06270337,LoS,3,P,8.938000369,4.66016E+13,2.02004E+13,154120047,5,2,yes,-80,8,7,2,no,-102,8,8,2,yes,-102,8,22,1,no,-102,8,6,2,no,-104,8,21,1,yes,-104,10,23,1,no,-104,8,24,1,yes,-106,8
D02,47.47120063,19.06270337,LoS,3,P,11.33205596,4.66016E+13,2.02004E+13,154120047,5,2,yes,-81,8,7,2,no,-102,8,8,2,yes,-102,8,22,1,no,-103,8,21,1,yes,-104,8,23,1,no,-105,8,6,2,no,-107,8,24,1,yes,-107,8
D02,47.47120063,19.06270337,LoS,4,P,7.659147331,4.66016E+13,2.02004E+13,154120047,5,2,yes,-80,8,21,1,yes,-97,8,7,2,no,-99,8,6,2,no,-101,8,8,2,yes,-101,10,22,1,no,-102,8,23,1,no,-105,8,24,1,yes,-106,8
D02,47.47120063,19.06270337,LoS,4,P,10.2790772,4.66016E+13,2.02004E+13,154120047,5,2,yes,-81,8,21,1,yes,-100,8,6,2,no,-101,8,7,2,no,-102,8,8,2,yes,-102,8,22,1,no,-102,8,23,1,no,-105,8,24,1,yes,-107,10
D02,47.47120063,19.06270337,LoS,4,P,11.33205596,4.66016E+13,2.02004E+13,154120047,5,2,yes,-81,8,21,1,yes,-100,8,7,2,no,-101,8,8,2,yes,-102,8,22,1,no,-102,8,23,1,no,-106,10,6,2,no,-107,8,24,1,yes,-109,10
D02,47.47120063,19.06270337,LoS,4,P,10.2790772,4.66016E+13,2.02004E+13,154120047,5,2,yes,-81,8,7,2,no,-99,8,21,1,yes,-100,8,8,2,yes,-102,8,22,1,no,-102,8,6,2,no,-103,8,23,1,no,-105,8,24,1,yes,-107,8
D02,47.47120063,19.06270337,LoS,4,P,11.33205596,4.66016E+13,2.02004E+13,154120047,5,2,yes,-81,8,7,2,no,-99,8,21,1,yes,-101,8,8,2,yes,-102,10,22,1,no,-103,12,6,2,no,-106,8,23,1,no,-106,8,24,1,yes,-106,8
D03,47.47122529,19.06284614,LoS,1,H,8.737675493,4.66016E+13,2.02004E+13,154120047,21,1,yes,-83,8,5,2,yes,-93,8,22,1,no,-101,8,8,2,yes,-103,8,7,2,no,-105,8,24,1,yes,-105,8,23,1,no,-106,8,6,2,no,-107,8
D03,47.47122529,19.06284614,LoS,1,H,11.19950343,4.66016E+13,2.02004E+13,154120047,21,1,yes,-79,8,5,2,yes,-88,8,22,1,no,-100,8,8,2,yes,-102,8,6,2,no,-104,8,7,2,no,-104,8,23,1,no,-104,8,24,1,yes,-108,8
D03,47.47122529,19.06284614,LoS,1,H,4.046006156,4.66016E+13,2.02004E+13,154120047,21,1,yes,-80,8,5,2,yes,-84,8,8,2,yes,-100,8,22,1,no,-101,8,24,1,yes,-104,8,7,2,no,-105,8,23,1,no,-106,8,6,2,no,-108,8
D03,47.47122529,19.06284614,LoS,1,H,12.63064342,4.66016E+13,2.02004E+13,154120047,5,2,yes,-76,8,21,1,yes,-81,8,22,1,no,-98,8,8,2,yes,-103,8,7,2,no,-104,8,23,1,no,-104,8,6,2,no,-106,8,24,1,yes,-108,22
D03,47.47122529,19.06284614,LoS,1,H,2.774175939,4.66016E+13,2.02004E+13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
D03,47.47122529,19.06284614,LoS,2,H,8.737675493,4.66016E+13,2.02004E+13,154120047,21,1,yes,-81,8,5,2,yes,-87,8,22,1,no,-101,8,8,2,yes,-102,8,7,2,no,-104,8,23,1,no,-105,12,6,2,no,-106,8,24,1,yes,-107,8
D03,47.47122529,19.06284614,LoS,2,H,8.737675493,4.66016E+13,2.02004E+13,154120047,21,1,yes,-81,8,5,2,yes,-94,8,22,1,no,-98,8,8,2,yes,-103,8,7,2,no,-106,10,23,1,no,-106,8,24,1,yes,-107,10,6,2,no,-108,8
D03,47.47122529,19.06284614,LoS,2,H,8.737675493,4.66016E+13,2.02004E+13,154120047,21,1,yes,-82,8,5,2,yes,-92,8,22,1,no,-97,8,8,2,yes,-102,8,7,2,no,-105,10,23,1,no,-105,12,6,2,no,-108,8,24,1,yes,-108,12
D03,47.47122529,19.06284614,LoS,2,H,8.737675493,4.66016E+13,2.02004E+13,154120047,21,1,yes,-83,8,5,2,yes,-93,8,22,1,no,-100,8,8,2,yes,-103,12,7,2,no,-106,10,24,1,yes,-106,8,23,1,no,-107,8,6,2,no,-108,22
D03,47.47122529,19.06284614,LoS,2,H,8.737675493,4.66016E+13,2.02004E+13,154120047,21,1,yes,-82,8,5,2,yes,-93,8,22,1,no,-100,8,8,2,yes,-103,10,23,1,no,-105,8,7,2,no,-106,12,6,2,no,-107,8,24,1,yes,-107,8
