ref_id,ref_x,ref_y,LoS/nLos,direction,ue_setting,distance,req_ue_id,resp_date,ECI,cell-Portion-ID1,sector1,atsectorborder1,rds-SRSRP1, rds_SRSRP-Deviation1,cell-Portion-ID2,sector2,atsectorborder2,rds-SRSRP2,rds_SRSRP-Deviation2,cell-Portion-ID3,sector3,atsectorborder3,rds-SRSRP3,rds_SRSRP-Deviation3,cell-Portion-ID4,sector4,atsectorborder4,rds-SRSRP4,rds_SRSRP-Deviation4,cell-Portion-ID5,sector5,atsectorborder5,rds-SRSRP5,rds_SRSRP-Deviation5,cell-Portion-ID6,sector6,atsectorborder6,rds-SRSRP6,rds_SRSRP-Deviation6,cell-Portion-ID7,sector7,atsectorborder7,rds-SRSRP7,rds_SRSRP-Deviation7,cell-Portion-ID8,sector8,atsectorborder8,rds-SRSRP8,rds_SRSRP-Deviation8
D23,47.47127886,19.06286633,LoS,4,H,8.27774404,4.66016E+13,2.02004E+13,154120047,21,1,yes,-82,8,5,2,yes,-91,8,22,1,no,-101,8,7,2,no,-104,8,8,2,yes,-104,8,6,2,no,-105,8,23,1,no,-106,8,24,1,yes,-108,10
D23,47.47127886,19.06286633,LoS,4,H,7.365663037,4.66016E+13,2.02004E+13,154120047,21,1,yes,-80,8,5,2,yes,-95,8,22,1,no,-102,10,8,2,yes,-103,10,7,2,no,-104,10,23,1,no,-105,10,6,2,no,-108,8,24,1,yes,-110,22
D23,47.47127886,19.06286633,LoS,4,H,8.27774404,4.66016E+13,2.02004E+13,154120047,21,1,yes,-82,8,5,2,yes,-92,8,22,1,no,-103,10,8,2,yes,-103,8,7,2,no,-104,12,23,1,no,-105,12,6,2,no,-107,8,24,1,yes,-108,8
D23,47.47127886,19.06286633,LoS,1,P,7.755702375,4.66016E+13,2.02004E+13,154120047,21,1,yes,-81,8,5,2,yes,-92,8,22,1,no,-102,8,7,2,no,-104,8,8,2,yes,-104,10,23,1,no,-105,8,6,2,no,-106,8,24,1,yes,-108,8
D23,47.47127886,19.06286633,LoS,1,P,8.27774404,4.66016E+13,2.02004E+13,154120047,21,1,yes,-81,8,5,2,yes,-94,8,22,1,no,-102,8,8,2,yes,-103,10,7,2,no,-106,10,24,1,yes,-106,8,23,1,no,-107,22,6,2,no,-108,8
D23,47.47127886,19.06286633,LoS,1,P,8.27774404,4.66016E+13,2.02004E+13,154120047,21,1,yes,-81,8,5,2,yes,-94,8,8,2,yes,-103,8,22,1,no,-103,8,7,2,no,-105,10,23,1,no,-105,10,24,1,yes,-107,8,6,2,no,-108,8
D23,47.47127886,19.06286633,LoS,1,P,8.27774404,4.66016E+13,2.02004E+13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
D23,47.47127886,19.06286633,LoS,1,P,8.27774404,4.66016E+13,2.02004E+13,154120047,21,1,yes,-82,8,5,2,yes,-96,8,8,2,yes,-102,8,22,1,no,-103,8,7,2,no,-104,8,23,1,no,-105,8,6,2,no,-108,8,24,1,yes,-109,10
D23,47.47127886,19.06286633,LoS,2,P,8.27774404,4.66016E+13,2.02004E+13,154120047,21,1,yes,-81,8,5,2,yes,-93,8,22,1,no,-100,8,8,2,yes,-101,8,23,1,no,-105,8,6,2,no,-105,8,7,2,no,-105,8,24,1,yes,-109,8
D23,47.47127886,19.06286633,LoS,2,P,8.27774404,4.66016E+13,2.02004E+13,154120047,21,1,yes,-81,8,5,2,yes,-90,8,22,1,no,-103,8,23,1,no,-104,8,6,2,no,-105,10,7,2,no,-105,8,8,2,yes,-106,10,24,1,yes,-107,10
D23,47.47127886,19.06286633,LoS,2,P,7.365663037,4.66016E+13,2.02004E+13,154120047,21,1,yes,-81,8,5,2,yes,-93,8,22,1,no,-100,8,8,2,yes,-103,12,23,1,no,-104,8,7,2,no,-104,8,6,2,no,-107,10,24,1,yes,-109,8
D23,47.47127886,19.06286633,LoS,2,P,7.755702375,4.66016E+13,2.02004E+13,154120047,21,1,yes,-80,8,5,2,yes,-87,8,22,1,no,-98,8,8,2,yes,-104,8,23,1,no,-104,8,6,2,no,-105,8,7,2,no,-105,8,24,1,yes,-107,8
D23,47.47127886,19.06286633,LoS,2,P,7.168849876,4.66016E+13,2.02004E+13,154120047,21,1,yes,-78,8,5,2,yes,-87,8,22,1,no,-98,8,8,2,yes,-103,10,6,2,no,-104,8,23,1,no,-104,8,7,2,no,-106,8,24,1,yes,-108,8
D23,47.47127886,19.06286633,LoS,3,P,10.7665726,4.66016E+13,2.02004E+13,154120047,5,2,yes,-79,8,21,1,yes,-79,8,22,1,no,-98,8,8,2,yes,-102,8,23,1,no,-104,10,6,2,no,-105,8,7,2,no,-106,12,24,1,yes,-108,22
D23,47.47127886,19.06286633,LoS,3,P,5.886220463,4.66016E+13,2.02004E+13,154120047,5,2,yes,-84,8,21,1,yes,-84,8,22,1,no,-102,8,6,2,no,-104,8,8,2,yes,-104,10,23,1,no,-105,8,7,2,no,-106,8,24,1,yes,-107,8
D23,47.47127886,19.06286633,LoS,3,P,7.939195863,4.66016E+13,2.02004E+13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
D23,47.47127886,19.06286633,LoS,3,P,6.057864813,4.66016E+13,2.02004E+13,154120047,21,1,yes,-83,8,5,2,yes,-84,8,22,1,no,-100,8,8,2,yes,-104,22,7,2,no,-105,8,6,2,no,-106,8,23,1,no,-106,8,24,1,yes,-108,8
D23,47.47127886,19.06286633,LoS,3,P,6.124391011,4.66016E+13,2.02004E+13,154120047,21,1,yes,-84,8,5,2,yes,-85,8,22,1,no,-99,8,23,1,no,-102,8,8,2,yes,-104,8,6,2,no,-105,8,7,2,no,-106,8,24,1,yes,-107,22
D23,47.47127886,19.06286633,LoS,4,P,8.27774404,4.66016E+13,2.02004E+13,154120047,21,1,yes,-83,8,5,2,yes,-90,8,22,1,no,-102,8,7,2,no,-105,8,6,2,no,-106,8,8,2,yes,-106,10,23,1,no,-106,12,24,1,yes,-107,12
D23,47.47127886,19.06286633,LoS,4,P,4.346422309,4.66016E+13,2.02004E+13,154120047,21,1,yes,-83,8,5,2,yes,-88,8,22,1,no,-102,8,8,2,yes,-103,10,23,1,no,-105,22,6,2,no,-106,8,7,2,no,-107,10,24,1,yes,-110,22
D23,47.47127886,19.06286633,LoS,4,P,8.27774404,4.66016E+13,2.02004E+13,154120047,21,1,yes,-82,8,5,2,yes,-89,8,22,1,no,-102,8,8,2,yes,-104,8,7,2,no,-105,10,23,1,no,-105,8,6,2,no,-106,8,24,1,yes,-107,8
D23,47.47127886,19.06286633,LoS,4,P,8.27774404,4.66016E+13,2.02004E+13,154120047,21,1,yes,-81,8,5,2,yes,-92,8,8,2,yes,-103,8,22,1,no,-103,8,23,1,no,-105,8,6,2,no,-106,8,7,2,no,-106,10,24,1,yes,-107,12
D23,47.47127886,19.06286633,LoS,4,P,8.27774404,4.66016E+13,2.02004E+13,154120047,21,1,yes,-85,8,5,2,yes,-92,8,22,1,no,-102,8,8,2,yes,-105,22,23,1,no,-105,8,6,2,no,-106,8,7,2,no,-107,8,24,1,yes,-107,8
D24,47.47130922,19.06308634,LoS,1,H,7.360719238,4.66016E+13,2.02004E+13,154120047,21,1,yes,-82,8,22,1,no,-82,8,23,1,no,-104,8,5,2,yes,-105,8,7,2,no,-105,8,8,2,yes,-105,8,6,2,no,-107,8,24,1,yes,-107,12
D24,47.47130922,19.06308634,LoS,1,H,4.1730648,4.66016E+13,2.02004E+13,154120047,21,1,yes,-76,8,22,1,no,-79,8,23,1,no,-94,8,5,2,yes,-103,8,8,2,yes,-103,8,7,2,no,-105,8,6,2,no,-109,22,24,1,yes,-109,8
D24,47.47130922,19.06308634,LoS,1,H,5.646694603,4.66016E+13,2.02004E+13,154120047,21,1,yes,-76,8,22,1,no,-78,8,23,1,no,-94,8,5,2,yes,-103,8,8,2,yes,-104,12,7,2,no,-105,8,6,2,no,-108,10,24,1,yes,-108,8
D24,47.47130922,19.06308634,LoS,1,H,2.91842993,4.66016E+13,2.02004E+13,154120047,21,1,yes,-79,8,22,1,no,-81,8,23,1,no,-101,8,8,2,yes,-104,8,7,2,no,-105,10,5,2,yes,-106,8,24,1,yes,-106,8,6,2,no,-109,8
D24,47.47130922,19.06308634,LoS,1,H,5.646694603,4.66016E+13,2.02004E+13,154120047,21,1,yes,-76,8,22,1,no,-78,8,23,1,no,-96,8,8,2,yes,-103,8,5,2,yes,-104,8,7,2,no,-105,8,6,2,no,-107,8,24,1,yes,-108,8
D24,47.47130922,19.06308634,LoS,2,H,5.553480713,4.66016E+13,2.02004E+13,154120047,21,1,yes,-79,8,22,1,no,-80,8,23,1,no,-95,8,8,2,yes,-102,8,5,2,yes,-103,8,7,2,no,-105,8,24,1,yes,-107,10,6,2,no,-109,12
D24,47.47130922,19.06308634,LoS,2,H,7.061025759,4.66016E+13,2.02004E+13,154120047,21,1,yes,-79,8,22,1,no,-79,8,23,1,no,-96,8,8,2,yes,-103,10,5,2,yes,-104,8,7,2,no,-104,10,24,1,yes,-106,8,6,2,no,-109,10
D24,47.47130922,19.06308634,LoS,2,H,3.432894384,4.66016E+13,2.02004E+13,154120047,21,1,yes,-81,8,22,1,no,-85,8,23,1,no,-98,8,8,2,yes,-103,8,5,2,yes,-105,8,7,2,no,-105,8,24,1,yes,-107,8,6,2,no,-108,10
D24,47.47130922,19.06308634,LoS,2,H,7.061025759,4.66016E+13,2.02004E+13,154120047,22,1,no,-79,8,21,1,yes,-80,8,23,1,no,-96,8,5,2,yes,-103,8,8,2,yes,-104,22,7,2,no,-106,10,24,1,yes,-106,8,6,2,no,-107,8
D24,47.47130922,19.06308634,LoS,2,H,7.061025759,4.66016E+13,2.02004E+13,154120047,21,1,yes,-79,8,22,1,no,-79,8,23,1,no,-97,8,8,2,yes,-103,8,5,2,yes,-104,8,7,2,no,-104,8,6,2,no,-107,8,24,1,yes,-107,8
D24,47.47130922,19.06308634,LoS,3,H,3.474538557,4.66016E+13,2.02004E+13,154120047,21,1,yes,-69,8,22,1,no,-84,8,23,1,no,-98,8,5,2,yes,-100,8,8,2,yes,-103,8,7,2,no,-105,8,24,1,yes,-106,8,6,2,no,-107,8
D24,47.47130922,19.06308634,LoS,3,H,9.579118912,4.66016E+13,2.02004E+13,154120047,21,1,yes,-80,8,22,1,no,-88,8,23,1,no,-100,8,8,2,yes,-104,8,5,2,yes,-105,8,7,2,no,-106,8,24,1,yes,-107,8,6,2,no,-109,12
D24,47.47130922,19.06308634,LoS,3,H,11.57854188,4.66016E+13,2.02004E+13,154120047,21,1,yes,-78,8,22,1,no,-89,8,23,1,no,-102,8,8,2,yes,-105,10,5,2,yes,-106,8,6,2,no,-106,8,7,2,no,-106,10,24,1,yes,-107,8
D24,47.47130922,19.06308634,LoS,3,H,9.579118912,4.66016E+13,2.02004E+13,154120047,21,1,yes,-85,8,22,1,no,-90,8,23,1,no,-100,8,8,2,yes,-102,10,7,2,no,-107,10,5,2,yes,-108,10,24,1,yes,-108,8,6,2,no,-109,22
D24,47.47130922,19.06308634,LoS,3,H,12.24499302,4.66016E+13,2.02004E+13,154120047,21,1,yes,-82,8,22,1,no,-95,8,23,1,no,-100,8,7,2,no,-104,8,8,2,yes,-105,12,5,2,yes,-106,10,24,1,yes,-108,8,6,2,no,-109,8
D24,47.47130922,19.06308634,LoS,4,H,11.57854188,4.66016E+13,2.02004E+13,154120047,21,1,yes,-79,8,22,1,no,-85,8,23,1,no,-102,8,8,2,yes,-105,10,7,2,no,-106,12,24,1,yes,-107,8,5,2,yes,-107,10,6,2,no,-107,8
D24,47.47130922,19.06308634,LoS,4,H,11.57854188,4.66016E+13,2.02004E+13,154120047,21,1,yes,-79,8,22,1,no,-88,8,8,2,yes,-103,8,23,1,no,-105,12,5,2,yes,-105,8,7,2,no,-105,8,24,1,yes,-108,10,6,2,no,-108,8
D24,47.47130922,19.06308634,LoS,4,H,6.695295581,4.66016E+13,2.02004E+13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
D24,47.47130922,19.06308634,LoS,4,H,9.599149566,4.66016E+13,2.02004E+13,154120047,21,1,yes,-77,8,22,1,no,-86,8,23,1,no,-101,8,8,2,yes,-102,8,5,2,yes,-105,8,7,2,no,-105,10,24,1,yes,-108,10,6,2,no,-109,12
D24,47.47130922,19.06308634,LoS,4,H,2.057341449,4.66016E+13,2.02004E+13,154120047,21,1,yes,-78,8,22,1,no,-82,8,8,2,yes,-103,12,23,1,no,-103,8,5,2,yes,-104,8,7,2,no,-105,22,6,2,no,-107,8,24,1,yes,-107,8
D24,47.47130922,19.06308634,LoS,1,P,16.89162698,4.66016E+13,2.02004E+13,154120047,22,1,no,-80,8,21,1,yes,-84,8,8,2,yes,-105,8,23,1,no,-105,8,5,2,yes,-106,10,7,2,no,-107,22,6,2,no,-108,8,24,1,yes,-108,10
D24,47.47130922,19.06308634,LoS,1,P,7.428771981,4.66016E+13,2.02004E+13,154120047,22,1,no,-83,8,21,1,yes,-86,8,8,2,yes,-101,8,23,1,no,-102,8,5,2,yes,-106,8,7,2,no,-106,8,6,2,no,-109,10,24,1,yes,-109,22
D24,47.47130922,19.06308634,LoS,1,P,11.51718742,4.66016E+13,2.02004E+13,154120047,22,1,no,-83,8,21,1,yes,-84,8,8,2,yes,-103,10,23,1,no,-105,22,7,2,no,-106,12,5,2,yes,-107,8,6,2,no,-108,10,24,1,yes,-108,8
D24,47.47130922,19.06308634,LoS,1,P,3.858733735,4.66016E+13,2.02004E+13,154120047,21,1,yes,-84,8,22,1,no,-86,8,23,1,no,-103,8,8,2,yes,-104,8,5,2,yes,-106,12,7,2,no,-106,8,6,2,no,-108,8,24,1,yes,-109,10
D24,47.47130922,19.06308634,LoS,1,P,2.91842993,4.66016E+13,2.02004E+13,154120047,21,1,yes,-84,8,22,1,no,-85,8,8,2,yes,-102,8,23,1,no,-104,8,5,2,yes,-105,8,7,2,no,-105,10,6,2,no,-109,12,24,1,yes,-109,22
D24,47.47130922,19.06308634,LoS,2,P,5.454086356,4.66016E+13,2.02004E+13,154120047,21,1,yes,-79,8,22,1,no,-84,8,23,1,no,-100,8,8,2,yes,-102,8,24,1,yes,-107,8,5,2,yes,-107,10,7,2,no,-107,8,6,2,no,-108,12
D24,47.47130922,19.06308634,LoS,2,P,5.454086356,4.66016E+13,2.02004E+13,154120047,21,1,yes,-81,8,22,1,no,-86,8,23,1,no,-103,8,8,2,yes,-104,22,5,2,yes,-106,8,7,2,no,-107,12,24,1,yes,-107,8,6,2,no,-108,8
D24,47.47130922,19.06308634,LoS,2,P,3.858733735,4.66016E+13,2.02004E+13,154120047,21,1,yes,-84,8,22,1,no,-86,8,23,1,no,-103,8,8,2,yes,-104,8,7,2,no,-106,8,5,2,yes,-107,8,6,2,no,-107,8,24,1,yes,-108,12
D24,47.47130922,19.06308634,LoS,2,P,8.028272207,4.66016E+13,2.02004E+13,154120047,21,1,yes,-82,8,22,1,no,-87,8,8,2,yes,-103,10,23,1,no,-104,8,7,2,no,-105,10,5,2,yes,-106,8,6,2,no,-107,8,24,1,yes,-108,10
D24,47.47130922,19.06308634,LoS,2,P,4.383306951,4.66016E+13,2.02004E+13,154120047,21,1,yes,-84,8,22,1,no,-88,8,8,2,yes,-104,10,23,1,no,-104,8,7,2,no,-106,12,5,2,yes,-107,12,6,2,no,-108,8,24,1,yes,-108,8
D24,47.47130922,19.06308634,LoS,3,P,7.26305748,4.66016E+13,2.02004E+13,154120047,21,1,yes,-83,8,22,1,no,-91,8,23,1,no,-102,8,7,2,no,-103,8,8,2,yes,-103,10,5,2,yes,-107,8,6,2,no,-107,8,24,1,yes,-107,8
D24,47.47130922,19.06308634,LoS,3,P,11.57854188,4.66016E+13,2.02004E+13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
D24,47.47130922,19.06308634,LoS,3,P,9.579118912,4.66016E+13,2.02004E+13,154120047,21,1,yes,-81,8,22,1,no,-91,8,23,1,no,-104,8,8,2,yes,-104,10,24,1,yes,-106,8,7,2,no,-106,10,5,2,yes,-108,22,6,2,no,-108,8
D24,47.47130922,19.06308634,LoS,3,P,9.760929371,4.66016E+13,2.02004E+13,154120047,21,1,yes,-79,8,22,1,no,-92,8,8,2,yes,-102,8,23,1,no,-103,8,7,2,no,-106,10,5,2,yes,-107,8,24,1,yes,-108,12,6,2,no,-108,10
D24,47.47130922,19.06308634,LoS,3,P,9.524468272,4.66016E+13,2.02004E+13,154120047,21,1,yes,-80,8,22,1,no,-90,8,23,1,no,-103,8,8,2,yes,-104,8,5,2,yes,-105,8,7,2,no,-106,8,24,1,yes,-107,12,6,2,no,-108,8
D24,47.47130922,19.06308634,LoS,4,P,4.754587924,4.66016E+13,2.02004E+13,154120047,21,1,yes,-81,8,22,1,no,-90,8,7,2,no,-105,8,8,2,yes,-105,10,5,2,yes,-106,8,23,1,no,-106,8,6,2,no,-107,8,24,1,yes,-107,10
D24,47.47130922,19.06308634,LoS,4,P,9.803014691,4.66016E+13,2.02004E+13,154120047,21,1,yes,-82,8,22,1,no,-90,8,8,2,yes,-104,8,23,1,no,-105,10,5,2,yes,-106,10,7,2,no,-107,12,6,2,no,-108,8,24,1,yes,-108,8
D24,47.47130922,19.06308634,LoS,4,P,9.579118912,4.66016E+13,2.02004E+13,154120047,21,1,yes,-80,8,22,1,no,-89,8,8,2,yes,-102,8,23,1,no,-104,8,7,2,no,-105,8,5,2,yes,-106,8,24,1,yes,-106,8,6,2,no,-108,8
D24,47.47130922,19.06308634,LoS,4,P,8.028272207,4.66016E+13,2.02004E+13,154120047,21,1,yes,-81,8,22,1,no,-86,8,8,2,yes,-102,8,23,1,no,-103,8,5,2,yes,-106,8,7,2,no,-106,8,24,1,yes,-107,8,6,2,no,-108,8
D24,47.47130922,19.06308634,LoS,4,P,2.990049452,4.66016E+13,2.02004E+13,154120047,21,1,yes,-81,8,22,1,no,-89,8,8,2,yes,-103,8,7,2,no,-104,8,23,1,no,-104,8,5,2,yes,-105,10,6,2,no,-108,8,24,1,yes,-108,12
D25,47.47132983,19.06321422,LoS,1,H,4.835462176,4.66016E+13,2.02004E+13,154120047,22,1,no,-80,8,21,1,yes,-86,8,23,1,no,-94,8,8,2,yes,-105,10,24,1,yes,-107,8,5,2,yes,-107,22,6,2,no,-107,8,7,2,no,-107,22
D25,47.47132983,19.06321422,LoS,1,H,4.835462176,4.66016E+13,2.02004E+13,154120047,22,1,no,-81,8,21,1,yes,-93,8,23,1,no,-95,8,8,2,yes,-101,8,7,2,no,-106,8,24,1,yes,-107,8,5,2,yes,-107,12,6,2,no,-107,8
D25,47.47132983,19.06321422,LoS,1,H,4.835462176,4.66016E+13,2.02004E+13,154120047,22,1,no,-82,8,21,1,yes,-94,8,23,1,no,-97,8,7,2,no,-104,8,8,2,yes,-105,8,5,2,yes,-106,8,24,1,yes,-106,8,6,2,no,-108,8
D25,47.47132983,19.06321422,LoS,1,H,2.938514131,4.66016E+13,2.02004E+13,154120047,22,1,no,-82,8,21,1,yes,-94,8,23,1,no,-97,8,8,2,yes,-102,8,5,2,yes,-106,8,7,2,no,-106,8,6,2,no,-107,8,24,1,yes,-108,10
D25,47.47132983,19.06321422,LoS,1,H,3.451053716,4.66016E+13,2.02004E+13,154120047,22,1,no,-79,8,21,1,yes,-91,8,23,1,no,-97,8,8,2,yes,-103,10,7,2,no,-105,8,5,2,yes,-107,10,6,2,no,-107,8,24,1,yes,-109,8
D25,47.47132983,19.06321422,LoS,2,H,8.727928475,4.66016E+13,2.02004E+13,154120047,22,1,no,-77,8,21,1,yes,-100,8,23,1,no,-101,8,8,2,yes,-103,10,7,2,no,-106,10,5,2,yes,-107,8,24,1,yes,-108,12,6,2,no,-108,8
D25,47.47132983,19.06321422,LoS,2,H,10.23561324,4.66016E+13,2.02004E+13,154120047,22,1,no,-79,8,23,1,no,-98,8,21,1,yes,-99,8,8,2,yes,-103,8,7,2,no,-106,8,24,1,yes,-107,8,5,2,yes,-107,10,6,2,no,-108,10
D25,47.47132983,19.06321422,LoS,2,H,10.23561324,4.66016E+13,2.02004E+13,154120047,22,1,no,-81,8,23,1,no,-99,8,21,1,yes,-101,8,8,2,yes,-103,8,5,2,yes,-106,8,24,1,yes,-107,8,6,2,no,-107,8,7,2,no,-107,8
D25,47.47132983,19.06321422,LoS,2,H,10.23561324,4.66016E+13,2.02004E+13,154120047,22,1,no,-78,8,21,1,yes,-100,8,23,1,no,-100,8,8,2,yes,-104,10,7,2,no,-105,8,5,2,yes,-107,8,6,2,no,-107,8,24,1,yes,-108,10
D25,47.47132983,19.06321422,LoS,2,H,10.23561324,4.66016E+13,2.02004E+13,154120047,22,1,no,-79,8,21,1,yes,-99,8,23,1,no,-99,8,8,2,yes,-101,8,7,2,no,-105,8,5,2,yes,-106,10,24,1,yes,-107,8,6,2,no,-108,8
D25,47.47132983,19.06321422,LoS,3,H,10.3145981,4.66016E+13,2.02004E+13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
D25,47.47132983,19.06321422,LoS,3,H,2.938514131,4.66016E+13,2.02004E+13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
D25,47.47132983,19.06321422,LoS,3,H,8.767776665,4.66016E+13,2.02004E+13,154120047,22,1,no,-82,8,21,1,yes,-94,8,23,1,no,-94,8,8,2,yes,-102,8,5,2,yes,-105,8,7,2,no,-106,10,24,1,yes,-108,8,6,2,no,-108,12
D25,47.47132983,19.06321422,LoS,3,H,2.938514131,4.66016E+13,2.02004E+13,154120047,22,1,no,-81,8,21,1,yes,-88,8,23,1,no,-95,8,8,2,yes,-104,8,7,2,no,-105,8,5,2,yes,-107,10,24,1,yes,-108,8,6,2,no,-109,12
D25,47.47132983,19.06321422,LoS,3,H,5.613789902,4.66016E+13,2.02004E+13,154120047,22,1,no,-82,8,21,1,yes,-94,8,23,1,no,-95,8,8,2,yes,-104,8,5,2,yes,-106,10,7,2,no,-106,12,6,2,no,-107,8,24,1,yes,-108,22
D25,47.47132983,19.06321422,LoS,4,H,3.451053716,4.66016E+13,2.02004E+13,154120047,22,1,no,-79,8,21,1,yes,-91,8,23,1,no,-97,8,8,2,yes,-103,8,5,2,yes,-106,8,24,1,yes,-106,8,6,2,no,-107,8,7,2,no,-107,10
D25,47.47132983,19.06321422,LoS,4,H,1.94340817,4.66016E+13,2.02004E+13,154120047,22,1,no,-82,8,21,1,yes,-91,8,23,1,no,-100,8,8,2,yes,-102,8,7,2,no,-105,8,5,2,yes,-107,10,6,2,no,-107,8,24,1,yes,-108,10
D25,47.47132983,19.06321422,LoS,4,H,1.94340817,4.66016E+13,2.02004E+13,154120047,22,1,no,-80,8,21,1,yes,-90,8,23,1,no,-97,8,8,2,yes,-102,8,7,2,no,-106,12,6,2,no,-107,8,24,1,yes,-107,8,5,2,yes,-108,12
D25,47.47132983,19.06321422,LoS,4,H,1.94340817,4.66016E+13,2.02004E+13,154120047,22,1,no,-83,8,21,1,yes,-90,8,23,1,no,-102,8,8,2,yes,-103,8,5,2,yes,-106,8,7,2,no,-106,10,24,1,yes,-107,8,6,2,no,-108,8
D25,47.47132983,19.06321422,LoS,4,H,1.94340817,4.66016E+13,2.02004E+13,154120047,22,1,no,-80,8,21,1,yes,-89,8,23,1,no,-97,8,5,2,yes,-104,8,8,2,yes,-104,8,7,2,no,-105,12,6,2,no,-107,8,24,1,yes,-108,12
D25,47.47132983,19.06321422,LoS,1,P,10.23561324,4.66016E+13,2.02004E+13,154120047,22,1,no,-79,8,23,1,no,-99,8,21,1,yes,-100,8,8,2,yes,-103,10,5,2,yes,-106,8,7,2,no,-106,12,6,2,no,-108,12,24,1,yes,-108,8
D25,47.47132983,19.06321422,LoS,1,P,8.800909412,4.66016E+13,2.02004E+13,154120047,22,1,no,-80,8,21,1,yes,-101,8,23,1,no,-103,8,8,2,yes,-104,8,24,1,yes,-106,8,5,2,yes,-106,8,6,2,no,-106,8,7,2,no,-106,22
D25,47.47132983,19.06321422,LoS,1,P,10.23561324,4.66016E+13,2.02004E+13,154120047,22,1,no,-80,8,8,2,yes,-102,8,21,1,yes,-102,8,23,1,no,-102,8,5,2,yes,-106,8,7,2,no,-106,12,6,2,no,-107,8,24,1,yes,-108,22
D25,47.47132983,19.06321422,LoS,1,P,10.23561324,4.66016E+13,2.02004E+13,154120047,22,1,no,-81,8,8,2,yes,-102,8,21,1,yes,-103,8,23,1,no,-103,8,7,2,no,-105,22,5,2,yes,-106,8,6,2,no,-107,8,24,1,yes,-107,8
D25,47.47132983,19.06321422,LoS,1,P,10.23561324,4.66016E+13,2.02004E+13,154120047,22,1,no,-80,8,8,2,yes,-102,8,21,1,yes,-103,8,23,1,no,-103,8,5,2,yes,-106,10,7,2,no,-106,12,24,1,yes,-107,8,6,2,no,-108,8
D25,47.47132983,19.06321422,LoS,2,P,5.823458308,4.66016E+13,2.02004E+13,154120047,22,1,no,-79,8,21,1,yes,-95,8,23,1,no,-99,8,8,2,yes,-104,8,7,2,no,-105,8,5,2,yes,-107,8,24,1,yes,-108,10,6,2,no,-109,12
D25,47.47132983,19.06321422,LoS,2,P,10.29791454,4.66016E+13,2.02004E+13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
